468,19,915
469,43,999
470,73,606
471,13,147
472,50,466
473,59,372
474,52,272
475,57,331
476,53,575
477,21,613
478,11,145
479,91,44
480,3,378
481,10,429
482,61,14
483,39,644
484,46,29
485,78,991
486,81,717
487,85,191
488,6,698
489,7,43
490,53,673
491,56,119
492,16,203
493,64,619
494,1,749
495,79,851
496,2,11
497,91,713
498,68,789
499,67,959
500,12,595
501,35,704
502,63,975
503,10,775
504,25,914
505,78,126
506,20,920
507,64,432
508,16,474
509,52,490
510,1,892
511,7,417
512,55,563
513,41,778
514,77,693
515,10,112
516,34,976
517,45,809
518,7,79
519,15,972
520,55,417
521,59,376
522,93,79
523,92,379
524,24,130
525,90,693
526,71,171
527,1,495
528,22,191
529,24,255
530,47,653
531,38,884
532,63,762
533,68,694
534,37,753
535,31,528
536,55,55
537,94,870
538,82,723
539,33,473
540,49,944
541,82,491
542,19,885
543,61,938
544,41,115
545,38,441
546,90,795
547,37,810
548,96,134
549,9,90
550,22,122
551,25,892
552,3,409
553,60,234
554,71,484
555,51,588
556,69,762
557,99,485
558,88,414
559,11,719
560,17,305
561,53,830
562,78,795
563,84,500
564,33,448
565,61,997
566,31,659
567,37,676
568,23,735
569,40,187
570,45,223
571,8,471
572,52,505
573,92,625
574,43,727
575,12,803
576,73,107
577,25,738
578,32,163
579,88,648
580,62,502
581,46,289
582,30,669
583,90,589
584,71,932
585,60,742
586,60,675
587,9,636
588,60,359
589,74,694
590,80,879
591,38,463
592,89,738
593,28,917
594,40,85
595,24,979
596,46,188
597,2,638
598,73,444
599,8,365
600,16,55
601,22,910
602,15,369
603,1,823
604,56,982
605,81,482
606,27,826
607,62,433
608,50,481
609,34,478
610,89,604
611,49,28
612,30,585
613,66,408
614,98,89
615,3,252
616,17,534
617,71,332
618,30,725
619,81,279
620,87,863
621,25,14
622,83,204
623,67,118
624,31,996
625,10,742
626,86,359
627,51,633
628,65,914
629,52,352
630,99,609
631,61,890
632,94,159
633,88,727
634,35,618
635,93,638
636,54,596
637,92,982
638,65,197
639,33,236
640,42,584
641,68,254
642,92,128
643,75,687
644,29,199
645,53,164
646,13,264
647,95,378
648,44,411
649,85,130
650,84,390
651,90,120
652,70,191
653,42,659
654,90,507
655,56,211
656,52,121
657,52,709
658,2,123
659,97,629
660,31,695
661,60,672
662,61,260
663,42,758
664,16,526
665,98,952
666,90,266
667,94,538
668,3,32
669,44,672
670,9,71
671,25,940
672,57,122
673,32,690
674,62,233
675,33,611
676,70,291
677,40,929
678,89,490
679,78,470
680,80,298
681,26,344
682,46,491
683,54,502
684,54,565
685,3,709
686,14,790
687,24,880
688,65,422
689,30,323
690,27,605
691,81,659
692,56,98
693,31,780
694,49,319
695,6,94
696,82,571
697,55,749
698,42,735
699,45,701
700,10,246
701,92,541
702,71,964
703,26,988
704,17,935
705,60,52
706,27,909
707,97,720
708,54,926
709,98,490
710,81,246
711,73,219
712,30,109
713,62,967
714,72,690
715,24,929
716,68,615
717,86,284
718,52,544
719,17,22
720,86,797
721,94,408
722,17,978
723,41,635
724,97,653
725,12,462
726,37,837
727,60,384
728,84,974
729,32,236
730,30,409
731,81,664
732,98,894
733,64,793
734,38,882
735,34,676
736,62,46
737,73,651
738,18,376
739,14,587
740,63,866
741,11,584
742,8,10
743,93,426
744,99,880
745,1,565
746,34,920
747,37,833
748,59,75
749,18,292
750,20,320
751,88,362
752,18,543
753,52,82
754,84,890
755,81,33
756,22,777
757,62,640
758,29,187
759,59,600
760,32,495
761,16,216
762,66,881
763,5,740
764,65,645
765,22,675
766,54,591
767,18,211
768,86,164
769,50,555
770,45,536
771,18,291
772,18,256
773,97,287
774,39,791
775,92,39
776,22,163
777,16,565
778,98,805
779,9,410
780,36,980
781,84,815
782,45,470
783,87,428
784,62,183
785,52,45
786,88,928
787,71,118
788,9,118
789,65,765
790,83,696
791,21,94
792,82,579
793,4,13
794,51,82
795,10,327
796,91,577
797,58,477
798,4,949
799,27,602
800,40,513
801,72,478
802,19,986
803,99,91
804,67,617
805,56,798
806,94,602
807,55,778
808,71,200
809,82,388
810,67,636
811,11,651
812,69,544
813,6,80
814,9,523
815,69,176
816,79,379
817,64,69
818,17,596
819,47,675
820,29,563
821,92,606
822,67,124
823,66,289
824,25,735
825,13,320
826,91,857
827,2,60
828,98,8
829,84,156
830,25,315
831,81,786
832,34,24
833,33,35
834,47,946
835,16,192
836,61,216
837,76,691
838,64,558
839,90,69
840,22,949
841,44,615
842,49,617
843,6,185
844,36,469
845,15,180
846,49,128
847,80,284
848,98,471
849,50,157
850,31,731
851,94,564
852,3,16
853,50,331
854,89,543
855,25,69
856,70,225
857,33,658
858,34,509
859,23,444
860,63,3
861,5,48
862,10,496
863,44,385
864,53,492
865,39,342
866,25,828
867,83,776
868,75,55
869,39,947
870,42,672
871,23,176
872,89,368
873,60,557
874,69,806
875,55,724
876,86,520
877,90,420
878,57,888
879,46,161
880,25,71
881,31,240
882,24,131
883,65,510
884,85,819
885,95,143
886,51,393
887,45,433
888,13,880
889,82,990
890,44,595
891,51,44
892,88,431
893,80,635
894,35,453
895,46,121
896,16,940
897,16,940
898,94,526
899,27,660
900,31,739
901,62,3
902,16,76
903,90,806
904,90,678
905,82,32
906,97,553
907,17,775
908,69,590
909,52,80
910,76,448
911,31,206
912,86,319
913,68,183
914,74,231
915,57,634
916,70,41
917,96,719
918,1,63
919,57,535
920,19,347
921,41,489
922,31,792
923,92,718
924,92,70
925,38,937
926,16,288
927,90,384
928,20,995
929,99,250
930,99,843
931,16,602
932,68,507
933,92,428
934,18,453
935,42,79
936,67,347
937,86,690
938,96,265
939,58,325
940,72,563
941,81,264
942,93,37
943,90,140
944,30,461
945,87,464
946,84,39
947,42,975
948,73,102
949,28,32
950,39,786
951,46,64
952,77,218
953,2,315
954,91,278
955,28,241
956,64,972
957,42,106
958,90,204
959,88,169
960,90,920
961,93,230
962,7,25
963,30,821
964,39,119
965,80,404
966,95,731
967,71,649
968,2,732
969,87,548
970,63,131
971,75,724
972,18,492
973,62,334
974,77,339
975,94,248
976,33,187
977,3,127
978,43,701
979,70,118
980,37,284
981,78,347
982,31,955
983,53,866
984,58,547
985,80,197
986,27,697
987,61,5
988,17,903
989,39,666
990,35,647
991,46,216
992,19,437
993,45,217
994,38,796
995,26,825
996,93,18
997,84,827
998,1,400
999,69,374
